Level2
BombToken,-25.0,0.0null4,
BombToken,-25.0,-12.0null4,7,
Heart,0.0,10.0null4,7,
Coin,15.0,10.0null4,7,
Coin,-25.0,10.0null4,7,
Coin,15.0,-5.0null4,7,
Coin,-13.0,-4.0null4,7,
Coin,-10.0,-12.0null4,7,
Coin,5.0,-6.0null4,7,
Coin,-27.0,0.0null4,7,
Coin,0.0,8.0null4,7,
BugMinion,26.89974,10.444984,7,1,4.0,26.0,11.0,
BugMinion,26.886637,-4.5550013,2,1,3.0,28.0,-5.0,
BugMinion,17.099985,4.311278,6,0,4.0,16.0,5.0,
BugMinion,7.0,7.444998,6,0,0.0,7.0,7.0,
BugMinion,-9.100241,1.444984,3,1,3.0,-10.0,2.0,
BugMinion,25.39565,-12.055001,5,0,15.0,25.0,-12.0,
BugMinion,11.100004,-10.688722,4,0,12.0,10.0,-10.0,
BugMinion,0.98911136,-7.5550017,3,0,3.0,0.0,-8.0,
BugMinion,-15.989112,-12.055001,2,1,9.0,-15.0,-13.0,
BugMinion,-24.10026,6.4449835,5,1,5.0,-25.0,7.0,
BugMinion,-19.10026,-4.5550165,7,1,10.0,-20.0,-4.0,
Hero,-27.0,-12.22502,10,10,1,0,0,false,false,4,0.0,0.0,2602,
